,price
1260,935000.0
1261,580000.0
1262,810000.0
1263,705000.0
1264,850000.0
1265,957000.0
1266,975000.0
1267,940000.0
1268,685650.0
1269,1110000.0
1270,1190000.0
1271,640000.0
1272,710000.0
1273,710000.0
1274,1960000.0
1275,726000.0
1276,599380.0
1277,600000.0
1278,740000.0
1279,940000.0
1280,650000.0
1281,760000.0
1282,550000.0
1283,898000.0
1284,772000.0
1285,880000.0
1286,744500.0
1287,850000.0
1288,800500.0
1289,1098000.0
1290,1900000.0
1291,1042030.0
1292,915000.0
1293,699000.0
1294,745000.0
1295,975000.0
1296,530000.0
1297,549800.0
1298,675000.0
1299,710000.0
1300,762450.0
1301,730000.0
1302,575000.0
1303,616950.0
1304,855000.0
1305,753000.0
1306,865000.0
1307,1125000.0
1308,554000.0
1309,813500.0
1310,745000.0
1311,625000.0
1312,620000.0
1313,680000.0
1314,675000.0
1315,475000.0
1316,975000.0
1317,618000.0
1318,529941.0
1319,835000.0
1320,810000.0
1321,400000.0
1322,1185000.0
1323,625000.0
1324,780000.0
1325,527700.0
1326,500000.0
1327,2250000.0
1328,807100.0
1329,673000.0
1330,675000.0
1331,500000.0
1332,1384000.0
1333,1400000.0
1334,420000.0
1335,795000.0
1336,1350000.0
1337,365000.0
1338,625000.0
1339,749000.0
1340,691100.0
1341,1050000.0
1342,378500.0
1343,1067000.0
1344,782000.0
1345,664000.0
1346,802541.0
1347,605000.0
1348,942500.0
1349,390000.0
1350,1355000.0
1351,1216000.0
1352,565000.0
1353,428750.0
1354,860000.0
1355,1029900.0
1356,718000.0
1357,768000.0
1358,515000.0
1359,470500.0
1360,1242500.0
1361,902000.0
1362,472800.0
1363,960000.0
1364,719000.0
1365,542000.0
1366,750000.0
1367,491500.0
1368,391000.0
1369,495000.0
1370,703770.0
1371,530000.0
1372,686000.0
1373,615000.0
1374,1100000.0
1375,905000.0
1376,655000.0
1377,500000.0
1378,998000.0
1379,780000.0
1380,962000.0
1381,1195000.0
1382,723000.0
1383,1650000.0
1384,490000.0
1385,1027500.0
1386,1760000.0
1387,515000.0
1388,450000.0
1389,437000.0
1390,625000.0
1391,453000.0
1392,1126000.0
1393,1012000.0
1394,1620000.0
1395,1650000.0
1396,603500.0
1397,1599950.0
1398,500000.0
1399,1380000.0
1400,749999.0
1401,866059.0
1402,828000.0
1403,864000.0
1404,1835000.0
1405,430000.0
1406,1195000.0
1407,855000.0
1408,802000.0
1409,659500.0
1410,2525000.0
1411,479000.0
1412,770000.0
1413,1000000.0
1414,732000.0
1415,756000.0
1416,805000.0
1417,625000.0
1418,610000.0
1419,850000.0
1420,1288000.0
1421,435000.0
1422,527500.0
1423,680000.0
1424,586000.0
1425,675000.0
1426,645000.0
1427,550000.0
1428,975000.0
1429,810000.0
1430,725000.0
1431,1038000.0
1432,815000.0
1433,615000.0
1434,858000.0
1435,978000.0
1436,1088890.0
1437,525000.0
1438,851000.0
1439,736000.0
1440,828200.0
1441,428000.0
1442,596000.0
1443,952000.0
1444,620000.0
1445,550000.0
1446,711800.0
1447,560000.0
1448,1385000.0
1449,823000.0
1450,822000.0
1451,590000.0
1452,526000.0
1453,750000.0
1454,760000.0
1455,2850000.0
1456,575000.0
1457,751305.0
1458,578000.0
1459,805000.0
1460,668500.0
1461,1200000.0
1462,998000.0
1463,335000.0
1464,765000.0
1465,1500000.0
1466,690000.0
1467,789900.0
1468,550000.0
1469,652450.0
1470,1476000.0
1471,908950.0
1472,500000.0
1473,248000.0
1474,1150000.0
1475,541125.0
1476,780000.0
1477,524400.0
1478,271950.0
1479,1450000.0
1480,397500.0
1481,1436000.0
1482,998160.0
1483,1153000.0
1484,525000.0
1485,483300.0
1486,775000.0
1487,365000.0
1488,1488000.0
1489,707000.0
1490,648000.0
1491,1387000.0
1492,715000.0
1493,920000.0
1494,560000.0
1495,1615000.0
1496,1200000.0
1497,700000.0
1498,2500000.0
1499,295000.0
1500,435000.0
1501,1525000.0
1502,485000.0
1503,1310000.0
1504,928950.0
1505,805000.0
1506,730000.0
1507,1125000.0
1508,1250000.0
1509,920000.0
1510,1150000.0
1511,1212500.0
1512,1200000.0
1513,1150000.0
1514,500000.0
1515,466000.0
1516,500000.0
1517,365000.0
1518,375000.0
1519,550000.0
1520,1851000.0
1521,760000.0
1522,1511250.0
1523,945800.0
1524,621000.0
1525,453000.0
1526,689000.0
1527,1218000.0
1528,871000.0
1529,710000.0
1530,649950.0
1531,1285000.0
1532,1108000.0
1533,437850.0
1534,425000.0
1535,450000.0
1536,810000.0
1537,433000.0
1538,895000.0
1539,438000.0
1540,825000.0
1541,1800000.0
1542,1370000.0
1543,1100000.0
1544,400000.0
1545,440000.0
1546,653000.0
1547,852600.0
1548,812500.0
1549,965000.0
1550,1325000.0
1551,610000.0
1552,925000.0
1553,665000.0
1554,1100000.0
1555,875000.0
1556,610000.0
1557,550000.0
1558,1680000.0
1559,720000.0
1560,2375000.0
1561,812500.0
1562,655000.0
1563,473000.0
1564,550000.0
1565,464500.0
1566,900000.0
1567,845000.0
1568,818000.0
1569,960000.0
1570,893880.0
1571,730000.0
1572,510000.0
1573,577500.0
1574,804000.0
1575,583000.0
1576,2983000.0
1577,420000.0
1578,740000.0
1579,646000.0
1580,938000.0
1581,333000.0
1582,502000.0
1583,860000.0
1584,925000.0
1585,435000.0
1586,912000.0
1587,425000.0
1588,602000.0
1589,750000.0
1590,729000.0
1591,1688000.0
1592,795000.0
1593,558000.0
1594,331500.0
1595,1250000.0
1596,850000.0
1597,903000.0
1598,650000.0
1599,850000.0
1600,753000.0
1601,1080000.0
1602,671500.0
1603,1168000.0
1604,825000.0
1605,500000.0
1606,1164000.0
1607,600000.0
1608,745000.0
1609,475000.0
1610,610000.0
1611,440000.0
1612,1300000.0
1613,595000.0
1614,629000.0
1615,510000.0
1616,320000.0
1617,648000.0
1618,622000.0
1619,510000.0
1620,375000.0
1621,1785000.0
1622,1600000.0
1623,1030000.0
1624,585000.0
1625,599000.0
1626,555000.0
1627,744000.0
1628,950000.0
1629,995000.0
1630,290000.0
1631,4208000.0
1632,547500.0
1633,648000.0
1634,932808.0
1635,627500.0
1636,610000.0
1637,689000.0
1638,455000.0
1639,975000.0
1640,515000.0
1641,582000.0
1642,496600.0
1643,1698890.0
1644,375000.0
1645,713500.0
1646,550000.0
1647,685000.0
1648,720000.0
1649,975000.0
1650,850000.0
1651,850000.0
1652,728935.0
1653,820000.0
1654,818500.0
1655,2340000.0
1656,555000.0
1657,940000.0
1658,539950.0
1659,681000.0
1660,1680000.0
1661,740000.0
1662,2110000.0
1663,590000.0
1664,822000.0
1665,913888.0
1666,625000.0
1667,385000.0
1668,499950.0
1669,975000.0
1670,525000.0
1671,480000.0
1672,974350.0
1673,765000.0
1674,462370.0
1675,770000.0
1676,417000.0
1677,855000.0
1678,935000.0
1679,1475000.0
1680,1050000.0
1681,925000.0
1682,1070000.0
1683,459900.0
1684,1030000.0
1685,699900.0
1686,799000.0
1687,898000.0
1688,935000.0
1689,585000.0
1690,585000.0
1691,840000.0
1692,650000.0
1693,1150000.0
1694,1468000.0
1695,551100.0
1696,655275.0
1697,1000000.0
1698,660000.0
1699,619850.0
1700,1110000.0
1701,1005000.0
1702,1160000.0
1703,538000.0
1704,2480000.0
1705,1160000.0
1706,840000.0
1707,778000.0
1708,860000.0
1709,981000.0
1710,1365000.0
1711,247500.0
1712,1250000.0
1713,570000.0
1714,1250000.0
1715,750000.0
1716,615000.0
1717,870000.0
1718,817000.0
1719,779000.0
1720,1750000.0
1721,822600.0
1722,1400000.0
1723,950000.0
1724,592100.0
1725,345000.0
1726,1200690.0
1727,637000.0
1728,515000.0
1729,635000.0
1730,501000.0
1731,760369.0
1732,625000.0
1733,390000.0
1734,675000.0
1735,660000.0
1736,505000.0
1737,450000.0
1738,695000.0
1739,796500.0
1740,760000.0
1741,518000.0
1742,555000.0
1743,739000.0
1744,650500.0
1745,710000.0
1746,982000.0
1747,870000.0
1748,1200000.0
1749,746000.0
1750,710000.0
1751,590000.0
1752,488800.0
1753,1320000.0
1754,590000.0
1755,508450.0
1756,380000.0
1757,950000.0
1758,623000.0
1759,610000.0
1760,1320000.0
1761,915557.0
1762,852500.0
1763,1100000.0
1764,760000.0
1765,1355000.0
1766,3300000.0
1767,1415000.0
1768,905000.0
1769,545000.0
1770,768000.0
1771,1156000.0
1772,693000.0
1773,788000.0
1774,946000.0
1775,925850.0
1776,550000.0
1777,565000.0
1778,909000.0
1779,1240000.0
1780,1411600.0
1781,1505000.0
1782,550000.0
1783,707000.0
1784,925000.0
1785,430000.0
1786,665000.0
1787,789888.0
1788,962800.0
1789,827000.0
1790,920000.0
1791,885000.0
1792,423800.0
1793,460000.0
1794,925000.0
1795,550000.0
1796,820000.0
1797,710000.0
1798,820000.0
1799,1900000.0
1800,2395000.0
1801,1280000.0
1802,481000.0
1803,719521.0
1804,880000.0
1805,915000.0
1806,719000.0
1807,859000.0
1808,998000.0
1809,1240420.0
1810,333000.0
1811,795000.0
1812,800000.0
1813,799900.0
1814,1750000.0
1815,1175000.0
1816,1270000.0
1817,900000.0
1818,800000.0
1819,1080000.0
1820,1240000.0
1821,1999950.0
1822,1881580.0
1823,662500.0
1824,785000.0
1825,469950.0
1826,431650.0
1827,900000.0
1828,550000.0
1829,620000.0
1830,1229000.0
1831,515000.0
1832,425000.0
